societe,page,table_num,RUBRIQUE,Note,Exercice 2025,col,col_2,col_3,col_4,col_5,Exercice 2024,col_6,col_7,col_8,col_9,col_10,Notes,"Opérations brutes
2025","Cessions et / ou
rétrocessions 2025","Opération nettes
2025","Opération nettes
2024",2025,2024, Immeuble : 5%,287 367,col_11,1 742 644 1 409 189,col_12,col_13,col_14,col_15,col_16,col_17,333 455,col_18,1 742 644,306 321,511 002 403 798,107 205,8 108 000,6 000 000 0,6 000 000,324 326,324 326_2,332 632 0,332 632,2 386 049,2 132 826,38 872,22 606,23 910 334,21 149 877,76 435,163 284,4 341 896,6 376 392,2 681 684,2 189 961,"95,9%",19 136 028,16 835 592,15 986 301,13 710 212,44 654 761,41 742 984,695 918,497 339,39 703 356,40 397 795 -6 253 614,34 144 181,-19 176 016,-14 543 096 527 656,-14 015 441,-8 216 946,-6 632 814,-466 31,4,-408 401,29 093 467,28 723 634 -210 717,28 512 917,6 188 350,2 989 978 0,2 989 978,-3 517 124,-1 286 061,-25 933 193,-27 221 066 90 016,-27 131 049,11 285 622,7 554 330,1 326 657,787 716,1 889 438,‐ 23 909,Annexes-Notes aux Etats Financiers au 31/12/2025 Assurances At-Takafulia,"Capitaux propres 2024 Avant
Affectation","Affectations et
imputations",Dividendes,Résultat 2025,"Capitaux propres 2025 Avant
Affectation",Valeur brute,Amortissements et provisions,V.C. N. à la clôture,Année d’inventaire,Exercice de survenance,"Revenu et frais
concernant les
placements dans les
entreprises liées et
avec lien de
participations","Autres revenus et
frais",Total,Prevoyance,Epargne,Rubriques,Automobile,Transport,Incendie,"Santé, Inc & Invalidité",RC,I.A,Assitance,RDS,Acceptation,Raccordement,TOTAL,Placements,"Affectation
des
placements","Date
Souscriptions","Date
d'échéances","Montant
(DT)","Produits
2025","Affectation du
placement",Montant (DT),Produit 2025 (DT),Affectation du placement,"Affectation du placement
WIFAK SICAR","Encours le 31/12/2025
En (DT)",Directeur Général,Directeur Géneral Adjoint,"Président du conseil,
Administrateurs et
membres des comités"
TAKAFULIA,2,1,,,"Fonds des
Adhérents",,"Entreprise
Takaful
et/ou
Rétakaful","Entreprise
Takaful
et/ou
Rétakaful
combiné",,,"Fonds des
Adhérents","Entreprise
Takaful
et/ou
Rétakaful",,,"Entreprise
Takaful
et/ou
Rétakaful
combiné",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,"Actifs
AC1 Actifs incorporels
AC12 Concessions, brevets, licences, marques
AC2 Actifs corporels d'exploitation
AC21 Installations techniques et machines
AC22 Autres installations, outillage et mobilier
AC3 Placements
AC31 Terrains et constructions
AC311 Terrains et constructions d'exploitation
AC312 Terrains et constructions hors exploitation
AC33 Autres placements financiers AC34 Créances pour
espèces déposées auprès des entreprises cédantes
AC331 Actions, autres titres à revenu variable et part
dans des FCP islamiques
AC332 Sukuks et autres titres à revenus assimilés
AC333 Autres prêts
AC334 Dépôts auprès des établissements bancaires et
financiers islamiques
AC335 Autres placements conformes aux normes
sharaïques
AC34 Créances pour espèces déposées auprès des entreprises
cédantes
AC5 Part des réassureurs dans les provisions techniques
AC51 Provision pour primes non acquises
AC52 Provision d'assurance takaful familial
AC53 Provision pour sinistres (takaful familial)
AC54 Provision pour sinistres (takaful Général)
AC6 Créances
AC61 Créances nées d'opérations d'assurance directe
AC611 Primes acquises et non émises
AC612 Autres créances nées d'opération d'assurance
takaful directe
AC613 Créances indemnisées subrogées à l'entreprise
d'assurance
AC62 Créances nées d'opérations de rétakaful
AC63 Autres créances
AC631 Personnel
AC632 Etat, organismes de sécurité sociale,
collectivités publiques
AC633 Débiteurs diver
AC64 Créances sur ressources spéciales
AC66 Créances sur le fonds des adhérents (Commissions
Wakala, Moudhraba et autres créances)
AC7 Autres éléments d'actif
AC71 Avoirs en banque, CCP, chèques et caisse
AC72 Charges reportées
AC721 Frais d'acquisition reportés
AC722 Autres charges à repartir
AC73 Comptes de régularisation Actif
AC731 Loyers acquis non échus","III‐1
III‐2
III‐3
III‐4
III‐5
III‐6
III‐7
III‐8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,‐,,291 645,,291 645,,‐,,342 020,,,342 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,,,291 645,291 645,,,,342 020,,,342 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,‐,,954 853,,954 853,,‐,,616 516,,,616 516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,,,"920 601
34 251","920 601
34 251",,,,"576 992
39 524",,,"576 992
39 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,130 274 855,,30 506 568,,160 781 423,,92 233 779,,30 179 661,,,122 413 440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,"2 318 913
‐
2 318 913
127 631 616
600 000
68 680 000
58 351 616
‐
324 326",,"9 133 378
8 108 000
1 025 378
21 373 190
4 560 000
12 242 800
35 159
4 500 000
35 231
‐","11 452 291
8 108 000
3 344 292
149 004 806
5 160 000
80 922 800
35 159
62 851 616
35 231
324 326",,,"2 468 876
‐
2 468 876
89 432 271
5 600 000
24 880 000
58 952 271
‐
332 632","6 827 110
6 000 000
827 110
23 352 551
3 580 000
9 857 100
19 044
9 830 000
66 406
‐",,,"9 295 986
4 000 000
3 295 986
112 784 822
9 180 000
34 737 100
19 044
68 782 271
66 406
332 632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,8 530 814,,‐,8 530 814,,,7 915 780,‐,,,7 915 780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,"2 386 049
1 542 003
7 200
4 595 561",,,"2 386 049
1 542 003
7 200
4 595 561",,,"2 132 826
1 500 078
115 538
4 167 338",,,,"2 132 826
1 500 078
115 538
4 167 338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,23 882 883,,7 881 484,,31 764 367,,23 299 152,,6 425 696,,,29 724 848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,"19 058 731
742 344
17 529 666
786 720
481 255
2 804 948
‐
2 804 948
‐
1 537 949",,"‐
‐
7 881 484
‐
7 881 484
‐
‐","19 058 731
742 344
17 529 666
786 720
481 255
10 686 432
‐
10 686 432
‐
‐
1 537 949",,,"19 408 572
575 667
15 588 028
3 244 878
414 029
1 575 654
‐
1 319 153
256 501
1 900 896","‐
‐
6 425 696
‐
6 425 696
‐
‐",,,"19 408 572
575 667
15 588 028
3 244 878
414 029
8 001 350
‐
7 744 849
256 501
‐
1 900 896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,14 471 238,,2 527 408,,16 998 646,,17 543 377,,1 111 829,,,18 655 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,,,"4 252 058
3 492 350
3 492 350
‐
6 726 830
6 726 830",,"1 208 963
‐
‐
‐
1 318 445
1 318 445","5 461 021
3 492 350
3 492 350
‐
8 045 275
8 045 275",,,"8 178 658
5 904 240
2 895 370
3 008 869
3 460 480
3 460 480","119 239
‐
‐
‐
992 590
992 590",,,"8 297 897
5 904 240
2 895 370
3 008 869
4 453 070
4 453 070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,2,1,Total de l'actif,,177 159 790,,42 161 959,219 321 749,,,140 992 088,38 675 722,,,179 667 809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,"Fonds des
Adhérents",,"Entreprise
Takaful
et/ou
Rétakaful","Entreprise
Takaful
et/ou
Rétakaful
combiné",,"Entreprise
Takaful
et/ou
Rétakaful","Fonds des
Adhérents",,"Entreprise
Takaful
et/ou
Rétakaful
combiné",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,"Actifs Nets des adhérents
AN1 Déficits du fonds des adhérents des exercices
antérieurs reportés
AN2 Provisions d'Equilibrage du fonds des Adhérents
AN4 Surplus ou déficit de l'exercice après modifications
comptables
Total des Actifs Nets des adhérents
Capitaux propres des actionnaires
CP1 Capital social
CP1‐a ‐ Capital souscrit
CP2 Réserves
CP 2 ‐a‐ Primes liées au capital
CP 2 ‐b‐ Réserves légales
CP 2 ‐e‐ Autres réserves
CP5 Résultat reporté
CP6 Résultat de l'exercice
Total capitaux propres","III‐9
III‐10","‐
1 770 657
2 884 335",,,"‐
1 770 657
2 884 335",,,"‐1 557 373
327 072
3 000 958",,"‐1 557 37
327 07
3 000 95","3
2
8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,4 654 992,‐,,4 654 992,,1 770 657,‐,1 770 65,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,,"20000 005
20000 005
11 673 777
7 000 004
677 662
3 996 112
1 658 852
1 596 242","20000 005
20000 005
11 673 777
7 000 004
677 662
3 996 112
1 658 852
1 596 242",,"20000 005
20000 005
10 474 591
7 000 004
534 565
2 940 023
1 839 800
1 022 149",,,"20000 00
20000 00
10 474 59
7 000 00
534 56
2 940 02
1 839 80
1 022 14","5
5
1
4
5
3
0
9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,‐,34 928 876,,34 928 876,,‐,33 336 545,33 336 54,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,Total actifs nets et capitaux propres,,4 654 992,,34 928 876,39 583 868,,33 336 545,1 770 657,,35 107 20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,"Passifs
PA1 Autres passifs financiers
PA14 Dettes envers les établissements bancaires et
financiers islamiques
PA2 Provisions pour autres risques et charges
PA22 Provisions pour impôts
PA23 Autres provisions
PA3 Provisions techniques brutes
PA31 Provision pour primes non acquises
PA32 Provision d'assurance Takaful familial
PA33 Provision pour sinistres (takaful familial)
PA34 Provision pour sinistres (takaful Général)
PA35 Provision pour égalisation et équilibrage
PA36 Autres provisions techniques (takaful familial)
PA37 Autres provisions techniques (takaful Général)
PA5 Dettes pour dépôts en espèces reçus des
cessionnaires et des rétrocessionnaires
PA6 Autres dettes
PA61 Dettes nées d'opérations d'assurance takaful
directe
PA62 Dettes nées d'opérations de rétakaful
PA63 Autres dettes
PA631 Dépôts et cautionnements reçus
PA632 Personnel
PA633 Etat, organismes de sécurité sociale,
collectivités publiques
PA634 Créditeurs divers
PA66 Dettes envers l'opérateur du fonds
(Commissions Wakala, Moudhraba et autres dettes)
PA7 Autres passifs
PA710 Report de commissions reçues des
réassureurs
PA712 Autres comptes de régularisation Passif
Total du passif","III‐11
III‐12
III‐13
III‐14",,,"285 485
285 485","285 485
285 485",,"72 548
72 548",,,"72 54
72 54","8
8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,150 000,226 906,,376 906,,150 000,226 906,376 90,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,150000,,"150000
76906","300 000
76906",,"150000
76906",150 000,,"300 00
7690","0
6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,156 719 017,0,,156 719 017,,125 285 751,0,125 285 75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,"19 136 028
84 552 311
788 982
51 490 953
24 597
2 827
723 321",,,"19 136 028
84 552 311
788 982
51 490 953
24 597
2 827
723 321",,,"16 835 592
58 686 737
877 937
48 155 494
24 133
4 204
701 655",,"16 835 59
58 686 73
877 93
48 155 49
24 13
4 20
701 65","2
7
7
4
3
4
5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,4 828 437,,,4 828 437,,,4 622 765,,4 622 76,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,8 994 754,4 291 216,,13 285 970,,7 563 828,2 919 123,10 482 95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,"695 918
3 226 683
5 072 153
196 629
4 875 524",,"2 753 266
456 278
2 041 962
255 026
1 537 949","695 918
3 226 683
7 825 420
196 629
456 278
6 917 486
255 026
1 537 949",,"1 018 227
374 596
456 302
187 329
1 900 896","497 339
2 442 158
4 624 331
193 629
4 430 702",,"497 33
2 442 15
5 642 55
193 62
374 59
4 887 00
187 32
1 900 89","9
8
8
9
6
4
9
6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,1 812 589,2 429 475,,4 242 064,,1 599 086,2 120 599,3 719 68,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,"810 473
1 002 117",,"‐
2 429 475","810 473
3 431 592",,"‐
2 120 599","580 086
1 019 000",,"580 08
3 139 59","6
9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,172 504 798,,7 233 082,179 737 880,,5 339 177,139 221 431,,144 560 60,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,3,1,"Total des actifs nets, capitaux propres et des passifs",,177 159 790,,42 161 959,219 321 749,,38 675 722,140 992 088,,179 667 80,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,"PRF1 Primes
PRF11 Primes émises et acceptées
PRF2 Produits de placements
PRF21 Revenus des placements
PRF22 Produits des autres placements
Sous total 1
PRF3 Plus‐values non réalisées sur
placements
PRF4 Autres produits techniques
CHF1 Charge de sinistres
CHF11 Montants payés
CHF12 Variation de la provision pour
sinistres
Sous total 3
CHF2 Variation des autres provisions
techniques
CHF21 Provision d'assurance takaful
familial
CHF22 Autres provisions techniques
Sous total 4
CHF3 Frais d'exploitation
CHF31 Frais d'acquisition
CHF32 Variation du montant des frais
d'acquisition reportés
CHF33 Frais d'administration à la charge
du fonds des adhérents
CHF34 commissions reçues des
réassureurs rétakaful
Sous total 5
CHF4 Charges de gestion de placements
CHF41 Charges de gestion des
placements
CHF411 Commissions Moudharaba
CHF412 Autres charges de gestion de
placements
CHF42 Correction de valeur sur
placements
CHF43 Pertes provenant de la réalisation
des placements
CHF5 Autres charges techniques
Sous total 6
CH8 Impôt sur le résultat",,,,,,,,,,,,,,"V‐1
V‐2
V‐3
V‐4","29 315 258
6 188 350",‐221 791,"‐
29 093 467
6 188 350","‐
28 512 917
2 989 978
31 537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,35 503 608,‐221 791,35 281 817,31 534 432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,"‐3 653 654
89 698",136 530,"‐
‐
‐
‐3 517 124
89 698","‐
‐
‐
‐1 286 061
‐237 843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,‐3 563 956,136 530,‐3 427 426,‐1 523 904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,"‐25 866 781
1 377",‐66 412,"‐
‐25 933 193
1 377","‐
‐27 131 049
1 414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,‐25 865 403,‐66 412,‐25 931 816,‐27 129 635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,"‐1 104 139
‐71 548",16 657,"‐1 104 139
‐71 548
‐","‐809 935
‐102 206
‐",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,‐1 175 687,16 657,‐1 159 030,‐912 141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,"‐1 114 091
‐1 112 408
‐1 683
‐92 289",‐,"‐
‐1 114 091
‐1 112 408
‐1 683
‐92 289","‐
‐530 591
‐528 981
‐1 610
‐61 674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,‐1 206 380,,‐1 206 380,‐592 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,,,,,,,,,,,,,,,,‐2 005 231,,‐2 005 231,‐781 179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,"Surplus ou déficit de l'assurance Takaful
et/ou Rétakaful Familial",,,,,,,,,,,,,,,1 686 951,‐135 016,1 551 935,595 307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,"CH9/PR5 Effet des modifications
comptables (nets d'impôt)",,,,,,,,,,,,,,,‐,,‐,‐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAFULIA,4,1,"Surplus ou déficit de l'assurance Takaful
et/ou Rétakaful Familial après
modification comptable",,,,,,,,,,,,,,,1 686 951,‐135 016,1 551 935,595 307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
